Symbol,Action,Qty,Price,Date,Trade_ID
IDEA,BUY,1,14.18,2026-06-09,207777588.0
IDEA,BUY,1,14.18,2026-06-09,207777589.0
IDEA,BUY,1,14.18,2026-06-09,207777590.0
IDEA,BUY,1,14.18,2026-06-09,207777591.0
IDEA,BUY,1,14.18,2026-06-09,207777592.0
IDEA,BUY,1,14.18,2026-06-09,207777593.0
IDEA,BUY,1,14.18,2026-06-09,207777594.0
IDEA,BUY,1,14.18,2026-06-09,207777595.0
IDEA,BUY,1,14.18,2026-06-09,207777596.0
IDEA,BUY,1,14.18,2026-06-09,207777597.0
IDEA,BUY,1,14.18,2026-06-09,207777598.0
IDEA,BUY,1,14.18,2026-06-09,207777599.0
IDEA,BUY,1,14.18,2026-06-09,207777600.0
IDEA,BUY,1,14.18,2026-06-09,207777601.0
IDEA,BUY,1,14.18,2026-06-09,207777602.0
IDEA,BUY,1,14.18,2026-06-09,207777603.0
IDEA,BUY,1,14.18,2026-06-09,207777604.0
IDEA,BUY,1,14.18,2026-06-09,207777605.0
IDEA,BUY,1,14.18,2026-06-09,207777606.0
IDEA,BUY,1,14.18,2026-06-09,207777607.0
IDEA,BUY,1,14.18,2026-06-09,207777608.0
IDEA,BUY,1,14.18,2026-06-09,207777609.0
IDEA,BUY,1,14.18,2026-06-09,207777610.0
IDEA,BUY,1,14.18,2026-06-09,207777611.0
IDEA,BUY,1,14.18,2026-06-09,207777612.0
IDEA,BUY,1,14.18,2026-06-09,207777613.0
IDEA,BUY,1,14.18,2026-06-09,207777614.0
IDEA,BUY,1,14.18,2026-06-09,207777615.0
IDEA,BUY,1,14.18,2026-06-09,207777616.0
IDEA,BUY,1,14.18,2026-06-09,207777617.0
IDEA,BUY,1,14.18,2026-06-09,207777618.0
IDEA,BUY,1,14.18,2026-06-09,207777619.0
IDEA,BUY,1,14.18,2026-06-09,207777620.0
IDEA,BUY,1,14.18,2026-06-09,207777621.0
IDEA,BUY,1,14.18,2026-06-09,207777622.0
IDEA,BUY,1,14.18,2026-06-09,207777623.0
IDEA,BUY,1,14.18,2026-06-09,207777624.0
IDEA,BUY,1,14.18,2026-06-09,207777625.0
IDEA,BUY,1,14.18,2026-06-09,207777626.0
IDEA,BUY,1,14.18,2026-06-09,207777627.0
IDEA,BUY,1,14.18,2026-06-09,207777628.0
IDEA,BUY,1,14.18,2026-06-09,207777629.0
IDEA,BUY,1,14.18,2026-06-09,207777630.0
IDEA,BUY,1,14.18,2026-06-09,207777631.0
IDEA,BUY,1,14.18,2026-06-09,207777632.0
IDEA,BUY,1,14.18,2026-06-09,207777633.0
IDEA,BUY,1,14.18,2026-06-09,207777634.0
IDEA,BUY,1,14.18,2026-06-09,207777635.0
IDEA,BUY,1,14.18,2026-06-09,207777636.0
IDEA,BUY,1,14.18,2026-06-09,207777637.0
IDEA,BUY,1,14.18,2026-06-09,207777638.0
IDEA,BUY,1,14.18,2026-06-09,207777639.0
IDEA,BUY,1,14.18,2026-06-09,207777640.0
IDEA,BUY,1,14.18,2026-06-09,207777641.0
IDEA,BUY,1,14.18,2026-06-09,207777642.0
IDEA,BUY,1,14.18,2026-06-09,207777643.0
IDEA,BUY,1,14.18,2026-06-09,207777644.0
IDEA,BUY,1,14.18,2026-06-09,207777645.0
IDEA,BUY,1,14.18,2026-06-09,207777646.0
IDEA,BUY,1,14.18,2026-06-09,207777647.0
IDEA,BUY,1,14.18,2026-06-09,207777648.0
IDEA,BUY,1,14.18,2026-06-09,207777649.0
IDEA,BUY,1,14.18,2026-06-09,207777650.0
IDEA,BUY,1,14.18,2026-06-09,207777651.0
IDEA,BUY,1,14.18,2026-06-09,207777652.0
IDEA,BUY,1,14.18,2026-06-09,207777653.0
IDEA,BUY,1,14.18,2026-06-09,207777654.0
IDEA,BUY,1,14.18,2026-06-09,207777655.0
IDEA,BUY,1,14.18,2026-06-09,207777656.0
IDEA,BUY,1,14.18,2026-06-09,207777657.0
IDEA,BUY,1,14.18,2026-06-09,207777658.0
IDEA,BUY,1,14.18,2026-06-09,207777659.0
IDEA,BUY,1,14.18,2026-06-09,207777660.0
IDEA,BUY,1,14.18,2026-06-09,207777661.0
IDEA,BUY,1,14.18,2026-06-09,207777662.0
IDEA,BUY,1,14.18,2026-06-09,207777663.0
IDEA,BUY,1,14.18,2026-06-09,207777664.0
IDEA,BUY,1,14.18,2026-06-09,207777665.0
IDEA,BUY,1,14.18,2026-06-09,207777666.0
IDEA,BUY,1,14.18,2026-06-09,207777667.0
IDEA,BUY,1,14.18,2026-06-09,207777668.0
IDEA,BUY,1,14.18,2026-06-09,207777669.0
IDEA,BUY,1,14.18,2026-06-09,207777670.0
IDEA,BUY,1,14.18,2026-06-09,207777671.0
IDEA,BUY,1,14.18,2026-06-09,207777672.0
IDEA,BUY,1,14.18,2026-06-09,207777673.0
IDEA,BUY,1,14.18,2026-06-09,207777674.0
IDEA,BUY,1,14.18,2026-06-09,207777675.0
IDEA,BUY,1,14.18,2026-06-09,207777676.0
IDEA,BUY,1,14.18,2026-06-09,207777677.0
IDEA,BUY,1,14.18,2026-06-09,207777678.0
IDEA,BUY,1,14.18,2026-06-09,207777679.0
IDEA,BUY,1,14.18,2026-06-09,207777680.0
IDEA,BUY,1,14.18,2026-06-09,207777681.0
IDEA,BUY,1,14.18,2026-06-09,207777682.0
IDEA,BUY,1,14.18,2026-06-09,207777683.0
IDEA,BUY,1,14.18,2026-06-09,207777684.0
IDEA,BUY,1,14.18,2026-06-09,207777685.0
IDEA,BUY,1,14.18,2026-06-09,207777686.0
IDEA,BUY,1,14.18,2026-06-09,207777687.0
IDEA,BUY,1,14.18,2026-06-09,207777688.0
IDEA,BUY,1,14.18,2026-06-09,207777689.0
IDEA,BUY,1,14.18,2026-06-09,207777690.0
IDEA,BUY,1,14.18,2026-06-09,207777691.0
IDEA,BUY,1,14.18,2026-06-09,207777692.0
IDEA,BUY,1,14.18,2026-06-09,207777693.0
IDEA,BUY,1,14.18,2026-06-09,207777694.0
IDEA,BUY,1,14.18,2026-06-09,207777695.0
IDEA,BUY,1,14.18,2026-06-09,207777696.0
IDEA,BUY,1,14.18,2026-06-09,207777697.0
IDEA,BUY,1,14.18,2026-06-09,207777698.0
IDEA,BUY,1,14.18,2026-06-09,207777699.0
IDEA,BUY,1,14.18,2026-06-09,207777700.0
IDEA,BUY,1,14.18,2026-06-09,207777701.0
IDEA,BUY,1,14.18,2026-06-09,207777702.0
IDEA,BUY,1,14.18,2026-06-09,207777703.0
IDEA,BUY,1,14.18,2026-06-09,207777704.0
IDEA,BUY,1,14.18,2026-06-09,207777705.0
IDEA,BUY,1,14.18,2026-06-09,207777706.0
IDEA,BUY,1,14.18,2026-06-09,207777707.0
IDEA,BUY,1,14.18,2026-06-09,207777708.0
IDEA,BUY,1,14.18,2026-06-09,207777709.0
IDEA,BUY,1,14.18,2026-06-09,207777710.0
IDEA,BUY,1,14.18,2026-06-09,207777711.0
IDEA,BUY,119,14.18,2026-06-09,207777712.0
IDEA,BUY,1,14.18,2026-06-09,207777713.0
IDEA,BUY,1,14.18,2026-06-09,207777714.0
IDEA,BUY,1,14.18,2026-06-09,207777715.0
IDEA,BUY,1,14.18,2026-06-09,207777716.0
IDEA,BUY,1,14.18,2026-06-09,207777717.0
IDEA,BUY,1,14.18,2026-06-09,207777718.0
IDEA,BUY,1,14.18,2026-06-09,207777719.0
IDEA,BUY,1,14.18,2026-06-09,207777720.0
IDEA,BUY,1,14.18,2026-06-09,207777721.0
IDEA,BUY,1,14.18,2026-06-09,207777722.0
IDEA,BUY,1,14.18,2026-06-09,207777723.0
IDEA,BUY,1,14.18,2026-06-09,207777724.0
IDEA,BUY,1,14.18,2026-06-09,207777725.0
IDEA,BUY,1,14.18,2026-06-09,207777726.0
IDEA,BUY,1,14.18,2026-06-09,207777727.0
IDEA,BUY,1,14.18,2026-06-09,207777728.0
IDEA,BUY,1,14.18,2026-06-09,207777729.0
IDEA,BUY,1,14.18,2026-06-09,207777730.0
IDEA,BUY,1,14.18,2026-06-09,207777731.0
IDEA,BUY,1,14.18,2026-06-09,207777732.0
IDEA,BUY,1,14.18,2026-06-09,207777733.0
IDEA,BUY,1,14.18,2026-06-09,207777734.0
IDEA,BUY,1,14.18,2026-06-09,207777735.0
IDEA,BUY,1,14.18,2026-06-09,207777736.0
IDEA,BUY,1,14.18,2026-06-09,207777737.0
IDEA,BUY,1,14.18,2026-06-09,207777738.0
IDEA,BUY,1,14.18,2026-06-09,207777739.0
IDEA,BUY,1,14.18,2026-06-09,207777740.0
IDEA,BUY,1,14.18,2026-06-09,207777741.0
IDEA,BUY,1,14.18,2026-06-09,207777742.0
IDEA,BUY,1,14.18,2026-06-09,207777743.0
IDEA,BUY,1,14.18,2026-06-09,207777744.0
IDEA,BUY,1,14.18,2026-06-09,207777745.0
IDEA,BUY,1,14.18,2026-06-09,207777746.0
IDEA,BUY,1,14.18,2026-06-09,207777747.0
IDEA,BUY,1,14.18,2026-06-09,207777748.0
IDEA,BUY,1,14.18,2026-06-09,207777749.0
IDEA,BUY,1,14.18,2026-06-09,207777750.0
IDEA,BUY,1,14.18,2026-06-09,207777751.0
IDEA,BUY,1,14.18,2026-06-09,207777752.0
IDEA,BUY,1,14.18,2026-06-09,207777753.0
IDEA,BUY,1,14.18,2026-06-09,207777754.0
IDEA,BUY,1,14.18,2026-06-09,207777755.0
IDEA,BUY,1,14.18,2026-06-09,207777756.0
IDEA,BUY,1,14.18,2026-06-09,207777757.0
IDEA,BUY,1,14.18,2026-06-09,207777758.0
IDEA,BUY,1,14.18,2026-06-09,207777759.0
IDEA,BUY,1,14.18,2026-06-09,207777760.0
IDEA,BUY,1,14.18,2026-06-09,207777761.0
IDEA,BUY,1,14.18,2026-06-09,207777762.0
IDEA,BUY,1,14.18,2026-06-09,207777763.0
IDEA,BUY,1,14.18,2026-06-09,207777764.0
IDEA,BUY,1,14.18,2026-06-09,207777765.0
IDEA,BUY,1,14.18,2026-06-09,207777766.0
IDEA,BUY,1,14.18,2026-06-09,207777767.0
IDEA,BUY,1,14.18,2026-06-09,207777768.0
IDEA,BUY,1,14.18,2026-06-09,207777769.0
IDEA,BUY,1,14.18,2026-06-09,207777770.0
IDEA,BUY,1,14.18,2026-06-09,207777771.0
IDEA,BUY,1,14.18,2026-06-09,207777772.0
IDEA,BUY,1,14.18,2026-06-09,207777773.0
IDEA,BUY,1,14.18,2026-06-09,207777774.0
IDEA,BUY,1,14.18,2026-06-09,207777775.0
IDEA,BUY,1,14.18,2026-06-09,207777776.0
IDEA,BUY,1,14.18,2026-06-09,207777777.0
IDEA,BUY,1,14.18,2026-06-09,207777778.0
IDEA,BUY,1,14.18,2026-06-09,207777779.0
IDEA,BUY,1,14.18,2026-06-09,207777780.0
IDEA,BUY,1,14.18,2026-06-09,207777781.0
IDEA,BUY,1,14.18,2026-06-09,207777782.0
IDEA,BUY,1,14.18,2026-06-09,207777783.0
IDEA,BUY,1,14.18,2026-06-09,207777784.0
IDEA,BUY,1,14.18,2026-06-09,207777785.0
IDEA,BUY,1,14.18,2026-06-09,207777786.0
IDEA,BUY,1,14.18,2026-06-09,207777787.0
IDEA,BUY,1,14.18,2026-06-09,207777788.0
IDEA,BUY,1,14.18,2026-06-09,207777789.0
IDEA,BUY,1,14.18,2026-06-09,207777790.0
IDEA,BUY,1,14.18,2026-06-09,207777791.0
IDEA,BUY,1,14.18,2026-06-09,207777792.0
IDEA,BUY,1,14.18,2026-06-09,207777793.0
IDEA,BUY,1,14.18,2026-06-09,207777794.0
IDEA,BUY,1,14.18,2026-06-09,207777795.0
IDEA,BUY,1,14.18,2026-06-09,207777796.0
IDEA,BUY,1,14.18,2026-06-09,207777797.0
IDEA,BUY,1,14.18,2026-06-09,207777798.0
IDEA,BUY,1,14.18,2026-06-09,207777799.0
IDEA,BUY,1,14.18,2026-06-09,207777800.0
IDEA,BUY,1,14.18,2026-06-09,207777801.0
IDEA,BUY,1,14.18,2026-06-09,207777802.0
IDEA,BUY,1,14.18,2026-06-09,207777803.0
IDEA,BUY,1,14.18,2026-06-09,207777804.0
IDEA,BUY,1,14.18,2026-06-09,207777805.0
IDEA,BUY,1,14.18,2026-06-09,207777806.0
IDEA,BUY,1,14.18,2026-06-09,207777807.0
IDEA,BUY,1,14.18,2026-06-09,207777808.0
IDEA,BUY,1,14.18,2026-06-09,207777809.0
IDEA,BUY,1,14.18,2026-06-09,207777810.0
IDEA,BUY,1,14.18,2026-06-09,207777811.0
IDEA,BUY,1,14.18,2026-06-09,207777812.0
IDEA,BUY,1,14.18,2026-06-09,207777813.0
IDEA,BUY,1,14.18,2026-06-09,207777814.0
IDEA,BUY,1,14.18,2026-06-09,207777815.0
IDEA,BUY,1,14.18,2026-06-09,207777816.0
IDEA,BUY,1,14.18,2026-06-09,207777817.0
IDEA,BUY,1,14.18,2026-06-09,207777818.0
IDEA,BUY,1,14.18,2026-06-09,207777819.0
IDEA,BUY,1,14.18,2026-06-09,207777820.0
IDEA,BUY,1,14.18,2026-06-09,207777821.0
IDEA,BUY,1,14.18,2026-06-09,207777822.0
IDEA,BUY,1,14.18,2026-06-09,207777823.0
IDEA,BUY,1,14.18,2026-06-09,207777824.0
IDEA,BUY,1,14.18,2026-06-09,207777825.0
IDEA,BUY,1,14.18,2026-06-09,207777826.0
IDEA,BUY,1,14.18,2026-06-09,207777827.0
IDEA,BUY,1,14.18,2026-06-09,207777828.0
IDEA,BUY,1,14.18,2026-06-09,207777829.0
IDEA,BUY,1,14.18,2026-06-09,207777830.0
IDEA,BUY,1,14.18,2026-06-09,207777831.0
IDEA,BUY,1,14.18,2026-06-09,207777832.0
IDEA,BUY,1,14.18,2026-06-09,207777833.0
IDEA,BUY,1,14.18,2026-06-09,207777834.0
IDEA,BUY,1,14.18,2026-06-09,207777835.0
IDEA,BUY,1,14.18,2026-06-09,207777836.0
IDEA,BUY,1,14.18,2026-06-09,207777837.0
IDEA,BUY,1,14.18,2026-06-09,207777838.0
IDEA,BUY,1,14.18,2026-06-09,207777839.0
IDEA,BUY,1,14.18,2026-06-09,207777840.0
IDEA,BUY,1,14.18,2026-06-09,207777841.0
IDEA,BUY,1,14.18,2026-06-09,207777842.0
IDEA,BUY,1,14.18,2026-06-09,207777843.0
IDEA,BUY,1,14.18,2026-06-09,207777844.0
IDEA,BUY,1,14.18,2026-06-09,207777845.0
IDEA,BUY,1,14.18,2026-06-09,207777846.0
IDEA,BUY,1,14.18,2026-06-09,207777847.0
IDEA,BUY,1,14.18,2026-06-09,207777848.0
IDEA,BUY,1,14.18,2026-06-09,207777849.0
IDEA,BUY,1,14.18,2026-06-09,207777850.0
IDEA,BUY,1,14.18,2026-06-09,207777851.0
IDEA,BUY,1,14.18,2026-06-09,207777852.0
IDEA,BUY,1,14.18,2026-06-09,207777853.0
IDEA,BUY,1,14.18,2026-06-09,207777854.0
IDEA,BUY,1,14.18,2026-06-09,207777855.0
IDEA,BUY,1,14.18,2026-06-09,207777856.0
IDEA,BUY,1,14.18,2026-06-09,207777857.0
IDEA,BUY,1,14.18,2026-06-09,207777858.0
IDEA,BUY,1,14.18,2026-06-09,207777859.0
IDEA,BUY,1,14.18,2026-06-09,207777860.0
IDEA,BUY,1,14.18,2026-06-09,207777861.0
IDEA,BUY,1,14.18,2026-06-09,207777862.0
IDEA,BUY,1,14.18,2026-06-09,207777863.0
IDEA,BUY,1,14.18,2026-06-09,207777864.0
IDEA,BUY,1,14.18,2026-06-09,207777865.0
IDEA,BUY,1,14.18,2026-06-09,207777866.0
IDEA,BUY,1,14.18,2026-06-09,207777867.0
IDEA,BUY,1,14.18,2026-06-09,207777868.0
IDEA,BUY,1,14.18,2026-06-09,207777869.0
IDEA,BUY,1,14.18,2026-06-09,207777870.0
IDEA,BUY,1,14.18,2026-06-09,207777871.0
IDEA,BUY,1,14.18,2026-06-09,207777872.0
IDEA,BUY,1,14.18,2026-06-09,207777873.0
IDEA,BUY,1,14.18,2026-06-09,207777874.0
IDEA,BUY,1,14.18,2026-06-09,207777875.0
IDEA,BUY,1,14.18,2026-06-09,207777876.0
IDEA,BUY,1,14.18,2026-06-09,207777877.0
IDEA,BUY,1,14.18,2026-06-09,207777878.0
IDEA,BUY,1,14.18,2026-06-09,207777879.0
IDEA,BUY,1,14.18,2026-06-09,207777880.0
IDEA,BUY,1,14.18,2026-06-09,207777881.0
IDEA,BUY,1,14.18,2026-06-09,207777882.0
IDEA,BUY,1,14.18,2026-06-09,207777883.0
IDEA,BUY,1,14.18,2026-06-09,207777884.0
IDEA,BUY,1,14.18,2026-06-09,207777885.0
IDEA,BUY,1,14.18,2026-06-09,207777886.0
IDEA,BUY,1,14.18,2026-06-09,207777887.0
IDEA,BUY,1,14.18,2026-06-09,207777888.0
IDEA,BUY,1,14.18,2026-06-09,207777889.0
IDEA,BUY,1,14.18,2026-06-09,207777890.0
IDEA,BUY,1,14.18,2026-06-09,207777891.0
IDEA,BUY,1,14.18,2026-06-09,207777892.0
IDEA,BUY,1,14.18,2026-06-09,207777893.0
IDEA,BUY,1,14.18,2026-06-09,207777894.0
IDEA,BUY,1,14.18,2026-06-09,207777895.0
IDEA,BUY,1,14.18,2026-06-09,207777896.0
IDEA,BUY,1,14.18,2026-06-09,207777897.0
IDEA,BUY,1,14.18,2026-06-09,207777898.0
IDEA,BUY,1,14.18,2026-06-09,207777899.0
IDEA,BUY,1,14.18,2026-06-09,207777900.0
IDEA,BUY,1,14.18,2026-06-09,207777901.0
IDEA,BUY,1,14.18,2026-06-09,207777902.0
IDEA,BUY,1,14.18,2026-06-09,207777903.0
IDEA,BUY,1,14.18,2026-06-09,207777904.0
IDEA,BUY,119,14.18,2026-06-09,207777905.0
IDEA,BUY,1,14.18,2026-06-09,207777906.0
IDEA,BUY,1,14.18,2026-06-09,207777907.0
IDEA,BUY,1,14.18,2026-06-09,207777908.0
IDEA,BUY,1,14.18,2026-06-09,207777909.0
IDEA,BUY,1,14.18,2026-06-09,207777910.0
IDEA,BUY,1,14.18,2026-06-09,207777911.0
IDEA,BUY,1,14.18,2026-06-09,207777912.0
IDEA,BUY,1,14.18,2026-06-09,207777913.0
IDEA,BUY,1,14.18,2026-06-09,207777914.0
IDEA,BUY,1,14.18,2026-06-09,207777915.0
IDEA,BUY,1,14.18,2026-06-09,207777916.0
IDEA,BUY,1,14.18,2026-06-09,207777917.0
IDEA,BUY,1,14.18,2026-06-09,207777918.0
IDEA,BUY,1,14.18,2026-06-09,207777919.0
IDEA,BUY,1,14.18,2026-06-09,207777920.0
IDEA,BUY,1,14.18,2026-06-09,207777921.0
IDEA,BUY,1,14.18,2026-06-09,207777922.0
IDEA,BUY,1,14.18,2026-06-09,207777923.0
IDEA,BUY,1,14.18,2026-06-09,207777924.0
IDEA,BUY,1,14.18,2026-06-09,207777925.0
IDEA,BUY,1,14.18,2026-06-09,207777926.0
IDEA,BUY,1,14.18,2026-06-09,207777927.0
IDEA,BUY,1,14.18,2026-06-09,207777928.0
IDEA,BUY,1,14.18,2026-06-09,207777929.0
IDEA,BUY,1,14.18,2026-06-09,207777930.0
IDEA,BUY,1,14.18,2026-06-09,207777931.0
IDEA,BUY,1,14.18,2026-06-09,207777932.0
IDEA,BUY,1,14.18,2026-06-09,207777933.0
IDEA,BUY,1,14.18,2026-06-09,207777934.0
IDEA,BUY,1,14.18,2026-06-09,207777935.0
IDEA,BUY,1,14.18,2026-06-09,207777936.0
IDEA,BUY,1,14.18,2026-06-09,207777937.0
IDEA,BUY,1,14.18,2026-06-09,207777938.0
IDEA,BUY,1,14.18,2026-06-09,207777939.0
IDEA,BUY,1,14.18,2026-06-09,207777940.0
IDEA,BUY,1,14.18,2026-06-09,207777941.0
IDEA,BUY,1,14.18,2026-06-09,207777942.0
IDEA,BUY,1,14.18,2026-06-09,207777943.0
IDEA,BUY,1,14.18,2026-06-09,207777944.0
IDEA,BUY,1,14.18,2026-06-09,207777945.0
IDEA,BUY,1,14.18,2026-06-09,207777946.0
IDEA,BUY,1,14.18,2026-06-09,207777947.0
IDEA,BUY,1,14.18,2026-06-09,207777948.0
IDEA,BUY,1,14.18,2026-06-09,207777949.0
IDEA,BUY,1,14.18,2026-06-09,207777950.0
IDEA,BUY,1,14.18,2026-06-09,207777951.0
IDEA,BUY,1,14.18,2026-06-09,207777952.0
IDEA,BUY,1,14.18,2026-06-09,207777953.0
IDEA,BUY,1,14.18,2026-06-09,207777954.0
IDEA,BUY,1,14.18,2026-06-09,207777955.0
IDEA,BUY,1,14.18,2026-06-09,207777956.0
IDEA,BUY,1,14.18,2026-06-09,207777957.0
IDEA,BUY,1,14.18,2026-06-09,207777958.0
IDEA,BUY,1,14.18,2026-06-09,207777959.0
IDEA,BUY,1,14.18,2026-06-09,207777960.0
IDEA,BUY,1,14.18,2026-06-09,207777961.0
IDEA,BUY,1,14.18,2026-06-09,207777962.0
IDEA,BUY,1,14.18,2026-06-09,207777963.0
IDEA,BUY,1,14.18,2026-06-09,207777964.0
IDEA,BUY,1,14.18,2026-06-09,207777965.0
IDEA,BUY,1,14.18,2026-06-09,207777966.0
IDEA,BUY,1,14.18,2026-06-09,207777967.0
IDEA,BUY,1,14.18,2026-06-09,207777968.0
IDEA,BUY,1,14.18,2026-06-09,207777969.0
IDEA,BUY,1,14.18,2026-06-09,207777970.0
IDEA,BUY,1,14.18,2026-06-09,207777971.0
IDEA,BUY,1,14.18,2026-06-09,207777972.0
IDEA,BUY,1,14.18,2026-06-09,207777973.0
IDEA,BUY,1,14.18,2026-06-09,207777974.0
IDEA,BUY,1,14.18,2026-06-09,207777975.0
IDEA,BUY,1,14.18,2026-06-09,207777976.0
IDEA,BUY,1,14.18,2026-06-09,207777977.0
IDEA,BUY,1,14.18,2026-06-09,207777978.0
IDEA,BUY,1,14.18,2026-06-09,207777979.0
IDEA,BUY,1,14.18,2026-06-09,207777980.0
IDEA,BUY,1,14.18,2026-06-09,207777981.0
IDEA,BUY,1,14.18,2026-06-09,207777982.0
IDEA,BUY,1,14.18,2026-06-09,207777983.0
IDEA,BUY,1,14.18,2026-06-09,207777984.0
IDEA,BUY,1,14.18,2026-06-09,207777985.0
IDEA,BUY,1,14.18,2026-06-09,207777986.0
IDEA,BUY,1,14.18,2026-06-09,207777987.0
IDEA,BUY,1,14.18,2026-06-09,207777988.0
IDEA,BUY,1,14.18,2026-06-09,207777989.0
IDEA,BUY,1,14.18,2026-06-09,207777990.0
IDEA,BUY,1,14.18,2026-06-09,207777991.0
IDEA,BUY,1,14.18,2026-06-09,207777992.0
IDEA,BUY,1,14.18,2026-06-09,207777993.0
IDEA,BUY,1,14.18,2026-06-09,207777994.0
IDEA,BUY,1,14.18,2026-06-09,207777995.0
IDEA,BUY,1,14.18,2026-06-09,207777996.0
IDEA,BUY,1,14.18,2026-06-09,207777997.0
IDEA,BUY,1,14.18,2026-06-09,207777998.0
IDEA,BUY,1,14.18,2026-06-09,207777999.0
IDEA,BUY,1,14.18,2026-06-09,207778000.0
IDEA,BUY,1,14.18,2026-06-09,207778001.0
IDEA,BUY,1,14.18,2026-06-09,207778002.0
IDEA,BUY,1,14.18,2026-06-09,207778003.0
IDEA,BUY,1,14.18,2026-06-09,207778004.0
IDEA,BUY,1,14.18,2026-06-09,207778005.0
IDEA,BUY,1,14.18,2026-06-09,207778006.0
IDEA,BUY,1,14.18,2026-06-09,207778007.0
IDEA,BUY,1,14.18,2026-06-09,207778008.0
IDEA,BUY,1,14.18,2026-06-09,207778009.0
IDEA,BUY,1,14.18,2026-06-09,207778010.0
IDEA,BUY,1,14.18,2026-06-09,207778011.0
IDEA,BUY,1,14.18,2026-06-09,207778012.0
IDEA,BUY,1,14.18,2026-06-09,207778013.0
IDEA,BUY,1,14.18,2026-06-09,207778014.0
IDEA,BUY,1,14.18,2026-06-09,207778015.0
IDEA,BUY,1,14.18,2026-06-09,207778016.0
IDEA,BUY,1,14.18,2026-06-09,207778017.0
IDEA,BUY,1,14.18,2026-06-09,207778018.0
IDEA,BUY,1,14.18,2026-06-09,207778019.0
IDEA,BUY,1,14.18,2026-06-09,207778020.0
IDEA,BUY,1,14.18,2026-06-09,207778021.0
IDEA,BUY,1,14.18,2026-06-09,207778022.0
IDEA,BUY,1,14.18,2026-06-09,207778023.0
IDEA,BUY,1,14.18,2026-06-09,207778024.0
IDEA,BUY,1,14.18,2026-06-09,207778025.0
IDEA,BUY,1,14.18,2026-06-09,207778026.0
IDEA,BUY,1,14.18,2026-06-09,207778027.0
IDEA,BUY,1,14.18,2026-06-09,207778028.0
IDEA,BUY,1,14.18,2026-06-09,207778029.0
IDEA,BUY,1,14.18,2026-06-09,207778030.0
IDEA,BUY,1,14.18,2026-06-09,207778031.0
IDEA,BUY,1,14.18,2026-06-09,207778032.0
IDEA,BUY,1,14.18,2026-06-09,207778033.0
IDEA,BUY,1,14.18,2026-06-09,207778034.0
IDEA,BUY,1,14.18,2026-06-09,207778035.0
IDEA,BUY,1,14.18,2026-06-09,207778036.0
IDEA,BUY,1,14.18,2026-06-09,207778037.0
IDEA,BUY,1,14.18,2026-06-09,207778038.0
IDEA,BUY,1,14.18,2026-06-09,207778039.0
IDEA,BUY,1,14.18,2026-06-09,207778040.0
IDEA,BUY,1,14.18,2026-06-09,207778041.0
IDEA,BUY,1,14.18,2026-06-09,207778042.0
IDEA,BUY,1,14.18,2026-06-09,207778043.0
IDEA,BUY,1,14.18,2026-06-09,207778044.0
IDEA,BUY,1,14.18,2026-06-09,207778045.0
IDEA,BUY,1,14.18,2026-06-09,207778046.0
IDEA,BUY,1,14.18,2026-06-09,207778047.0
IDEA,BUY,1,14.18,2026-06-09,207778048.0
IDEA,BUY,1,14.18,2026-06-09,207778049.0
IDEA,BUY,1,14.18,2026-06-09,207778050.0
IDEA,BUY,1,14.18,2026-06-09,207778051.0
IDEA,BUY,1,14.18,2026-06-09,207778052.0
IDEA,BUY,1,14.18,2026-06-09,207778053.0
IDEA,BUY,1,14.18,2026-06-09,207778054.0
IDEA,BUY,1,14.18,2026-06-09,207778055.0
IDEA,BUY,1,14.18,2026-06-09,207778056.0
IDEA,BUY,1,14.18,2026-06-09,207778057.0
IDEA,BUY,1,14.18,2026-06-09,207778058.0
IDEA,BUY,1,14.18,2026-06-09,207778059.0
IDEA,BUY,1,14.18,2026-06-09,207778060.0
IDEA,BUY,1,14.18,2026-06-09,207778061.0
IDEA,BUY,1,14.18,2026-06-09,207778062.0
IDEA,BUY,1,14.18,2026-06-09,207778063.0
IDEA,BUY,1,14.18,2026-06-09,207778064.0
IDEA,BUY,1,14.18,2026-06-09,207778065.0
IDEA,BUY,1,14.18,2026-06-09,207778066.0
IDEA,BUY,1,14.18,2026-06-09,207778067.0
IDEA,BUY,1,14.18,2026-06-09,207778068.0
IDEA,BUY,1,14.18,2026-06-09,207778069.0
IDEA,BUY,1,14.18,2026-06-09,207778070.0
IDEA,BUY,1,14.18,2026-06-09,207778071.0
IDEA,BUY,1,14.18,2026-06-09,207778072.0
IDEA,BUY,1,14.18,2026-06-09,207778073.0
IDEA,BUY,1,14.18,2026-06-09,207778074.0
IDEA,BUY,1,14.18,2026-06-09,207778075.0
IDEA,BUY,1,14.18,2026-06-09,207778076.0
IDEA,BUY,1,14.18,2026-06-09,207778077.0
IDEA,BUY,1,14.18,2026-06-09,207778078.0
IDEA,BUY,1,14.18,2026-06-09,207778079.0
IDEA,BUY,1,14.18,2026-06-09,207778080.0
IDEA,BUY,1,14.18,2026-06-09,207778081.0
IDEA,BUY,1,14.18,2026-06-09,207778082.0
IDEA,BUY,1,14.18,2026-06-09,207778083.0
IDEA,BUY,1,14.18,2026-06-09,207778084.0
IDEA,BUY,1,14.18,2026-06-09,207778085.0
IDEA,BUY,1,14.18,2026-06-09,207778086.0
